subject,alpha_mean,alpha_median,alpha_hdi_low,alpha_hdi_high,beta_mean,beta_median,beta_hdi_low,beta_hdi_high,r_hat_alpha,r_hat_beta,shrinkage_alpha,shrinkage_beta,n_trials
612376826a580ca0368bb19f,0.4142308225777706,0.20460974033214213,1.037638475509732e-07,1.0,0.11729679810887694,0.04524791092596165,4.5399929762484854e-05,0.3883325016796448,1.0009025682734027,1.0019337947761058,0.017555638840961008,0.021437640464188834,48
615ab5adc70f6edcacba5860,0.3776720094103879,0.13517718712608057,3.114113519882132e-112,0.9999999996443829,0.13098302403758055,0.043095962874613654,7.571125885388087e-05,0.4981004068182986,1.0007916043474194,1.0006419987717758,-0.01900317432642168,0.035123866392892444,48
6162fc52fa68079d28dc5be9,0.41719074007522533,0.2287045810370027,2.9682302204135464e-09,1.0,0.2368853950962217,0.04892783222529,0.00015156574473450965,0.5498848916318615,1.00156558032552,1.0015475827847993,0.02051555633841573,0.1410262374515336,48
63039f41fa5c21d483996be2,0.5127051703606066,0.5188695760556973,0.0012689871113093572,1.0,0.393808306521954,0.06147622326307668,5.257712311940616e-05,1.3349536343221897,1.003118050399682,1.0022483576150447,0.11602998662379699,0.29794914887726587,48
650f65aac58fe4dc08bbe23f_2,0.39006600314374335,0.15927010615432963,4.754126581338694e-09,1.0,0.18099431776585534,0.05512426447314206,0.00019249051034449542,0.5272691148286428,1.0001413817711837,1.000685552275887,-0.006609180593066255,0.08513516012116723,48
654fd3d72b14d852c7fff2b4,0.3858264782037595,0.14320339690517236,2.1260619013269726e-11,1.0,0.11137389989200705,0.03590880190215073,4.5399929762484854e-05,0.358113433667854,1.002527088480764,1.0029362994356097,-0.010848705533050118,0.015514742247318941,48
6550edd3c5d5a51c51ab1224,0.2913743934117838,0.036392302329201195,8.013910077085085e-242,0.9999955965910192,0.2065627296146312,0.04690845887586199,7.568727530304345e-05,0.6949525821852849,1.000921644265473,1.0039651655531154,-0.10530079032502582,0.1107035719699431,48
656bb5b282d8f0267db9d167,0.43073254269249706,0.2776630822707939,3.4650206051350694e-07,1.0,0.13003022412388712,0.044352444957874174,4.5399929762484854e-05,0.48772271525455835,1.0006602903870645,1.005792589970048,0.034057358955687456,0.034171066479199014,48
65ccca52871269168cc029b5,0.2850286952713524,0.050479882997059355,0.0,0.9981107669629169,0.11721759383573693,0.04314095349199161,4.5399929762484854e-05,0.4584852551423406,1.002632751125375,1.0012226819348955,-0.11164648846545722,0.021358436191048824,48
65f2f5ae1f9747ed36bd7226,0.3744034579527166,0.1271825626225555,0.0,0.999999999189054,0.12944560157348337,0.04157435005115727,4.938619882663976e-05,0.4744342662683116,1.0021846278646012,1.0011447402354705,-0.022271725784092977,0.033586443928795257,48
65feaaac53eb219f09ad5ea0,0.37815176000564593,0.15452191939589635,0.0,0.9999999988477628,0.1550437227826472,0.05039159107825018,0.00017467711428544686,0.5359547814861473,1.0013882418340876,1.0016557071686094,-0.01852342373116367,0.05918456513795908,47
65ff850ad8ac7b0e4cf9ec57,0.4373643333896371,0.2994682466562306,1.5874625916989028e-09,1.0,0.2414563058518573,0.05091561577173279,4.5399929762484854e-05,1.0113613455464272,1.0015037543446244,1.0003954979048648,0.040689149652827494,0.14559714820716918,48
660bdc29f5dec2745c7e7ee3,0.31817918354941616,0.05893154334922273,0.0,0.9999875992342818,0.11516897214511013,0.03676360842804931,4.5399929762484854e-05,0.4075326672045707,1.0019433847310746,1.000312302755574,-0.07849600018739344,0.019309814500422018,48
660d675bbdf59327d9deb4ad,0.3657387061273633,0.10743103258862682,3.796469996975933e-158,0.9999999988051864,0.13478585950595595,0.044673586737704225,6.626413270434667e-05,0.5112895971295517,1.002053828689959,1.0015796613961263,-0.03093647760944629,0.03892670186126784,47
6613f83d1a9cf059d0af91ec,0.346805191409494,0.08170955431339166,0.0,0.9999999995010473,0.13675772549493703,0.03748421666796916,8.215281647504226e-05,0.5204079245929212,1.0013674164329185,1.0003179903390766,-0.04986999232731559,0.040898567850248924,48
6614fb6af3c5aa23b962ea2d,0.4015212994100945,0.23856172791432895,0.0,0.9999999999550488,0.49699138896862033,0.05413742652521943,4.5399929762484854e-05,2.025131685360269,1.0011536337406017,1.0017354385300876,0.004846115673284912,0.4011322313239322,48
