subject,trial,state,chosen_color,Q_patternA_white,Q_patternA_black,Q_patternB_white,Q_patternB_black,p_patternA,p_patternB
5b2150d538b0be00014137fb,27,white_high,white,0.026628714037355186,0.6440106503883996,0.7048925071219609,0.017514772742665323,0.6539729116448203,0.5377692964856452
5b2150d538b0be00014137fb,28,white_high,white,0.026628714037355186,0.6440106503883996,0.6689920069768424,0.017514772742665323,0.6539729116448203,0.5323761460627557
5b2150d538b0be00014137fb,29,white_high,white,0.026628714037355186,0.6440106503883996,0.7480567820937971,0.017514772742665323,0.6539729116448203,0.5442418528509227
5b2150d538b0be00014137fb,30,black_high,black,0.026628714037355186,0.6440106503883996,0.8342868454145886,0.017514772742665323,0.6539729116448203,0.5571254261775033
5b2150d538b0be00014137fb,31,black_high,white,0.026628714037355186,0.697399551292988,0.8342868454145886,0.017514772742665323,0.6612319878338776,0.5571254261775033
5b2150d538b0be00014137fb,32,black_high,black,0.017514772742665323,0.697399551292988,0.8342868454145886,0.017514772742665323,0.6624637438241329,0.5571254261775033
5b2150d538b0be00014137fb,33,black_high,black,0.017514772742665323,0.6640635895425199,0.8342868454145886,0.017514772742665323,0.6579477636178895,0.5571254261775033
5b2150d538b0be00014137fb,34,white_high,black,0.017514772742665323,0.607911199998322,0.8342868454145886,0.017514772742665323,0.6502760736320483,0.5571254261775033
5b2150d538b0be00014137fb,35,black_high,black,0.017514772742665323,0.607911199998322,0.8342868454145886,0.011520168183746092,0.6502760736320483,0.5580184283238756
5b2150d538b0be00014137fb,36,black_high,black,0.017514772742665323,0.6736554955781546,0.8342868454145886,0.011520168183746092,0.659250147204908,0.5580184283238756
5b2150d538b0be00014137fb,37,white_high,black,0.017514772742665323,0.6142201811285211,0.8342868454145886,0.011520168183746092,0.6511420015856217,0.5580184283238756
5b2150d538b0be00014137fb,38,black_high,white,0.017514772742665323,0.6142201811285211,0.8342868454145886,0.007577276447242091,0.6511420015856217,0.5586055875250563
5b2150d538b0be00014137fb,39,white_high,white,0.011520168183746092,0.6142201811285211,0.8342868454145886,0.007577276447242091,0.6519638569965236,0.5586055875250563
5b2150d538b0be00014137fb,40,black_high,black,0.011520168183746092,0.6142201811285211,0.7540998505701797,0.007577276447242091,0.6519638569965236,0.5466344978250197
5b2150d538b0be00014137fb,41,black_high,black,0.011520168183746092,0.60935318320202,0.7540998505701797,0.007577276447242091,0.651296664367057,0.5466344978250197
5b2150d538b0be00014137fb,42,white_high,black,0.011520168183746092,0.7088299368323041,0.7540998505701797,0.007577276447242091,0.6648126073673676,0.5466344978250197
5b2150d538b0be00014137fb,43,black_high,black,0.011520168183746092,0.7088299368323041,0.7540998505701797,0.004983878485293056,0.6648126073673676,0.5470225868640416
