subject,trial,V_target,V_distractor,p_target
5d83b53430e67e0018bf3b38,5,0.8542622165860051,0.940513607025879,0.4916826608701221
5d83b53430e67e0018bf3b38,6,0.3657717664619336,0.348438597116777,0.5016716091119261
5d83b53430e67e0018bf3b38,7,0.18377986874402968,0.31419325558394906,0.4874255511853054
5d83b53430e67e0018bf3b38,8,0.04555768913135971,-0.3961037147925408,0.5424912039835511
5d83b53430e67e0018bf3b38,9,0.9818500208883019,0.6447311473295119,0.532466087981119
5d83b53430e67e0018bf3b38,10,0.05123869335799546,-0.8313719882811137,0.5843063413083996
5d83b53430e67e0018bf3b38,11,0.22486192862222432,1.3811546708474451,0.39029968418302824
5d83b53430e67e0018bf3b38,12,-0.5897299898655786,-0.6354808003515784,0.5044121054859072
5d83b53430e67e0018bf3b38,13,0.59904920534743,1.1884761543402647,0.443399161277955
5d83b53430e67e0018bf3b38,14,0.9375788427388385,0.9810503723826555,0.49580769267100366
5d83b53430e67e0018bf3b38,15,1.1242693032768425,1.16849148049651,0.49573530520212905
5d83b53430e67e0018bf3b38,16,0.9478299481348372,0.9007624317426031,0.5045390787693843
5d83b53430e67e0018bf3b38,17,-0.1531691421875444,0.9604028712477606,0.39422837307906333
5d83b53430e67e0018bf3b38,18,0.5078559023390838,-0.3949191123064041,0.5861944601224605
5d83b53430e67e0018bf3b38,19,1.3706235568926874,1.076117894533377,0.5283716928703969
5d83b53430e67e0018bf3b38,20,0.9151054683435618,0.41778847684285547,0.5478148184657556
5d83b53430e67e0018bf3b38,21,2.00035936164555,1.4976141820786935,0.5483334748252138
5d83b53430e67e0018bf3b38,22,0.49458609416912996,2.082795649345699,0.35145052086333256
5d83b53430e67e0018bf3b38,23,2.0797650067602524,0.7801076405756274,0.6227782185440952
5d83b53430e67e0018bf3b38,24,-0.1677353158389206,-0.3896180333331975,0.5213853720498929
5d83b53430e67e0018bf3b38,25,0.1516852959097521,-0.5595457559570413,0.5681642464154256
5d83b53430e67e0018bf3b38,26,-0.2538893559576516,0.07137882846163068,0.4686721438907451
5d83b53430e67e0018bf3b38,27,0.4594125292065793,0.6128272823178444,0.4852089582968266
5d83b53430e67e0018bf3b38,28,0.5775394210397307,-0.564900162569923,0.608427881343234
5d83b53430e67e0018bf3b38,29,1.5167528088160727,1.283584071508873,0.5224717047647189
5d83b53430e67e0018bf3b38,30,0.1403250765520592,0.410025713507017,0.4740134370831057
5d83b53430e67e0018bf3b38,31,0.011385545804233843,0.1970469128174086,0.48210241959018063
5d83b53430e67e0018bf3b38,32,0.3092436348833631,0.34584728708400514,0.4964699929550521
5d83b53430e67e0018bf3b38,33,0.22679616479196862,0.2723187570167279,0.49560990223703427
5d83b53430e67e0018bf3b38,34,0.4210622764294745,0.5073603150082837,0.49167816335706027
5d83b53430e67e0018bf3b38,35,0.7456713305608667,1.2299846420508946,0.45342808673104396
5d83b53430e67e0018bf3b38,36,1.0356442834840625,1.0798955280540665,0.49573250214340864
5d83b53430e67e0018bf3b38,37,0.4315259696438274,0.3418785109551244,0.5086447625883873
5d83b53430e67e0018bf3b38,38,0.34788829071490257,0.6237207355580987,0.4734237178335197
5d83b53430e67e0018bf3b38,39,0.5380924127617535,0.35991021754035013,0.5171771746336651
5d83b53430e67e0018bf3b38,40,0.04761745874519835,0.3834624952588519,0.4676562451874181
5d83b53430e67e0018bf3b38,41,0.49134858085030886,0.31420821216510403,0.5170768185028736
5d83b53430e67e0018bf3b38,42,0.8374588826144249,0.6741704896493717,0.515742370057931
5d83b53430e67e0018bf3b38,43,0.45388726938191015,0.9590069328548456,0.4514396792424291
5d83b53430e67e0018bf3b38,44,0.6642485796332133,0.5786502996395221,0.5082543702867671
5d83b53430e67e0018bf3b38,45,0.5336725324274121,0.23903229503391477,0.5283846295143131
5d83b53430e67e0018bf3b38,46,0.684677478714388,0.6657129177752824,0.5018289390104612
5d83b53430e67e0018bf3b38,47,0.4922618709041128,0.5971211837570496,0.4898887193973118
5dd0dce9ed7ea418f59810e4,0,0.0,0.0,0.5
5dd0dce9ed7ea418f59810e4,1,0.1292661423628204,0.07433336457364956,0.5037740244414413
5dd0dce9ed7ea418f59810e4,2,0.19229193118428056,0.3128618968100786,0.4917171308375935
5dd0dce9ed7ea418f59810e4,3,0.20894146740618502,0.6811402870668097,0.46760354840115864
5dd0dce9ed7ea418f59810e4,4,0.6521837566779963,0.6214666385916385,0.5021103733021484
5dd0dce9ed7ea418f59810e4,5,0.9376034071690256,0.95753736162676,0.498630462995197
5dd0dce9ed7ea418f59810e4,6,0.9718894810945173,1.1207639490166779,0.4897731698198692
5dd0dce9ed7ea418f59810e4,7,-0.7061776170534417,-0.4646193775227846,0.4834100986329336
5dd0dce9ed7ea418f59810e4,8,-0.2332117706533182,0.28515426438406055,0.4644463365553263
5dd0dce9ed7ea418f59810e4,9,1.3003119724278447,1.4434564019756948,0.49016668736873087
5dd0dce9ed7ea418f59810e4,10,-0.09084322418210056,-0.09697790255532529,0.5004214762346256
5dd0dce9ed7ea418f59810e4,11,0.6642187711375995,1.5549479048812684,0.4391071904184586
5dd0dce9ed7ea418f59810e4,12,0.9927066667551201,1.274858325670531,0.48062478707017486
5dd0dce9ed7ea418f59810e4,13,1.082472565819363,0.820137261288747,0.5180156563545335
5dd0dce9ed7ea418f59810e4,14,0.2804761032820598,0.2219170216671059,0.5040231505078653
5dd0dce9ed7ea418f59810e4,15,0.6095084845948635,0.17380204956772194,0.5298990173536824
